distance_km,fuel_price,hour,day_of_week,traffic_level,weather,vehicle_type,fare
6.69,5135.5,8,1,3,0,Taxi,7000
40.94,5461.47,5,4,1,0,Mini Bus,16000
34.9,4050.22,14,0,1,0,Taxi,19000
5.92,4074.15,0,4,1,1,Boda Boda,4500
15.84,5289.93,21,1,1,0,Mini Bus,6000
19.35,5714.24,15,3,1,0,Boda Boda,9500
37.67,5352.98,19,5,3,0,Mini Bus,19000
23.85,5387.5,12,5,1,0,Taxi,15500
21.18,6134.4,13,1,1,0,Special Hire,29500
21.23,5387.92,2,3,1,0,Boda Boda,11500
21.99,4106.91,21,2,1,0,Mini Bus,6500
44.56,4543.1,12,2,1,0,Taxi,25000
37.26,5347.18,20,3,2,1,Mini Bus,19000
4.0,6099.61,15,3,1,0,Boda Boda,3000
25.05,4077.52,21,4,1,0,Boda Boda,10000
21.37,4752.72,14,3,1,0,Boda Boda,9500
40.59,4189.74,1,2,1,0,Special Hire,48500
28.93,4973.68,15,5,1,1,Mini Bus,11500
13.18,5753.19,7,0,3,0,Special Hire,26000
13.48,4497.65,17,4,3,0,Boda Boda,9500
27.8,5939.61,5,1,2,0,Special Hire,50500
11.8,4438.88,23,5,1,0,Special Hire,15500
9.62,4161.62,20,3,2,0,Special Hire,13500
36.12,6003.41,23,1,1,0,Taxi,28500
17.69,5451.87,8,4,3,0,Taxi,17500
28.02,5879.94,0,0,1,0,Taxi,21500
6.48,5928.03,20,6,3,0,Special Hire,14500
39.37,4673.68,16,5,1,0,Mini Bus,12000
26.51,5085.28,16,3,1,0,Taxi,17000
6.93,5615.68,12,4,1,0,Special Hire,10000
40.91,6114.84,7,2,2,1,Taxi,43500
28.23,4163.39,4,6,2,0,Boda Boda,15500
11.93,6469.36,10,5,1,0,Boda Boda,7000
22.06,5744.39,2,5,2,0,Mini Bus,11000
3.24,5501.51,2,2,1,0,Special Hire,6000
9.62,4540.67,5,0,2,0,Boda Boda,6500
38.15,4871.76,19,0,3,0,Mini Bus,18000
25.87,5898.35,1,0,1,1,Taxi,25000
13.52,4857.06,9,2,2,0,Mini Bus,6000
28.9,4314.9,15,2,1,0,Taxi,16500
5.76,6216.5,8,2,3,0,Boda Boda,5500
11.25,5245.64,19,2,3,0,Boda Boda,8500
6.71,5037.49,2,3,1,0,Special Hire,10000
14.74,4190.47,9,4,2,0,Taxi,10500
17.82,5593.11,4,2,1,0,Boda Boda,10000
39.17,5021.48,23,4,1,0,Boda Boda,19500
37.7,5974.78,2,6,2,0,Special Hire,72000
8.61,4245.34,4,6,2,0,Boda Boda,5500
5.51,5583.45,14,0,1,0,Mini Bus,3000
4.78,6059.1,21,6,1,1,Special Hire,9500
25.48,4308.98,23,1,1,0,Special Hire,31500
1.25,4509.64,14,3,1,0,Special Hire,2500
31.82,6443.72,15,2,1,0,Taxi,23000
2.51,5457.7,20,5,3,0,Boda Boda,3000
41.23,4299.62,10,4,2,0,Special Hire,53000
40.04,4541.34,17,4,3,0,Taxi,35000
19.29,4470.18,11,3,2,0,Boda Boda,10000
22.62,5287.52,14,2,1,0,Taxi,15000
12.26,4637.1,12,0,1,0,Taxi,8000
9.78,5159.6,0,3,2,0,Boda Boda,7000
42.82,5019.34,6,6,1,1,Boda Boda,22500
27.68,4694.07,2,5,1,0,Mini Bus,10000
34.9,5736.14,13,4,1,0,Taxi,24000
21.78,5666.55,22,6,1,1,Special Hire,42000
29.22,6423.63,9,4,3,0,Taxi,32500
31.3,4868.84,11,0,2,0,Boda Boda,16500
16.66,4701.52,14,3,1,0,Boda Boda,7500
13.06,6034.17,19,0,3,0,Mini Bus,8000
7.36,6172.55,10,0,1,0,Boda Boda,4500
44.27,5673.36,6,4,1,1,Boda Boda,26000
5.27,4473.87,19,1,2,0,Special Hire,8000
32.93,5696.76,1,0,1,0,Special Hire,49500
11.86,4883.84,20,4,2,0,Boda Boda,6500
21.9,4628.07,10,1,1,1,Taxi,16000
44.21,5600.97,16,2,1,0,Mini Bus,15000
3.06,4343.16,9,1,3,0,Special Hire,6500
12.73,5656.89,12,2,1,0,Boda Boda,6500
40.97,5247.31,8,1,3,0,Taxi,38500
4.97,5443.25,23,6,1,0,Mini Bus,3000
21.41,5356.2,21,5,1,0,Special Hire,27000
1.43,5544.88,17,3,3,0,Special Hire,4000
43.77,5180.05,17,2,3,0,Taxi,40500
10.59,4239.35,0,2,1,0,Mini Bus,4500
44.6,4865.22,5,1,1,0,Boda Boda,21500
38.95,5208.03,1,0,2,0,Taxi,34000
33.77,4339.11,11,1,1,1,Boda Boda,16500
26.58,4438.61,3,0,1,1,Mini Bus,11500
29.22,5407.43,20,6,3,0,Boda Boda,20500
9.78,4431.81,8,3,3,0,Taxi,9500
14.02,4096.87,2,6,1,0,Special Hire,17000
32.46,5314.6,11,3,1,0,Boda Boda,15000
43.39,5182.59,17,4,3,0,Mini Bus,20500
22.31,5761.81,16,3,2,0,Taxi,18500
41.65,5979.07,21,2,1,0,Mini Bus,15000
37.19,6074.43,21,3,1,0,Boda Boda,18000
7.72,5183.78,21,1,2,0,Taxi,6500
4.65,4987.36,2,4,1,0,Taxi,4500
11.68,6041.24,1,2,1,0,Taxi,10000
19.19,4693.18,4,1,1,0,Special Hire,26500
24.66,4830.21,17,3,3,0,Mini Bus,12500
18.93,4073.02,17,0,2,0,Taxi,13000
30.67,4164.01,9,3,3,0,Special Hire,48500
25.34,4145.57,13,2,1,0,Mini Bus,7500
13.35,4763.15,19,2,3,0,Mini Bus,7000
41.96,4778.05,23,5,1,0,Special Hire,55500
6.18,5952.24,1,4,1,0,Special Hire,10500
30.63,4176.86,17,1,3,1,Mini Bus,16000
44.06,4087.58,8,3,3,1,Taxi,44500
39.24,5550.71,2,1,1,0,Taxi,28500
25.94,4935.93,19,1,3,0,Mini Bus,12500
35.58,5374.07,11,0,1,0,Special Hire,45500
35.63,5527.28,4,6,1,0,Mini Bus,14000
12.97,5150.71,19,6,3,0,Special Hire,24000
18.38,4488.06,3,1,1,0,Taxi,12500
17.73,5501.25,11,0,1,0,Boda Boda,9000
13.97,4990.21,0,6,2,0,Taxi,12500
13.31,5841.47,5,4,1,1,Taxi,13500
19.29,4204.47,1,3,2,0,Taxi,15000
20.42,5569.2,8,3,3,0,Taxi,20000
9.3,4015.33,18,6,3,0,Mini Bus,5000
40.2,6345.17,12,5,1,0,Mini Bus,14500
32.26,5519.48,1,6,1,0,Taxi,24500
37.48,6164.8,0,4,1,0,Special Hire,58500
25.84,4598.74,7,5,3,0,Mini Bus,12500
27.62,6409.4,23,6,2,0,Boda Boda,19500
9.2,4379.19,3,2,1,0,Taxi,7000
7.08,4370.18,9,4,3,0,Taxi,7000
43.55,5585.46,6,5,2,0,Boda Boda,23500
33.4,4613.74,6,4,1,1,Special Hire,47500
43.13,5303.07,13,1,2,0,Boda Boda,23500
41.71,5979.14,10,1,1,0,Boda Boda,20500
14.83,5155.04,11,2,1,0,Special Hire,18500
21.24,4276.1,7,0,3,0,Taxi,18000
2.65,4384.08,13,1,1,0,Taxi,2500
37.77,4089.79,11,0,2,0,Taxi,23500
13.18,4753.93,11,1,1,1,Special Hire,19500
16.35,4190.4,13,0,1,0,Special Hire,18500
38.12,6362.1,18,5,2,0,Boda Boda,22500
41.07,4566.93,11,3,2,0,Special Hire,56000
29.32,5711.82,11,1,1,0,Boda Boda,14500
5.42,5770.74,13,2,2,0,Boda Boda,4000
18.93,6362.31,16,6,1,1,Boda Boda,12500
10.45,4367.86,15,6,1,0,Boda Boda,5000
7.44,5043.75,5,4,1,0,Taxi,6000
19.46,5421.1,2,2,2,0,Boda Boda,13000
5.37,5248.69,5,4,1,0,Taxi,5000
17.63,4721.49,6,2,1,0,Special Hire,21000
15.74,6238.06,5,1,2,1,Boda Boda,14000
2.43,5036.36,0,5,1,0,Mini Bus,2000
41.09,5997.06,1,1,1,0,Taxi,32500
9.14,5320.18,1,2,1,0,Boda Boda,5500
25.21,6450.12,5,6,1,0,Taxi,22000
11.94,6246.03,2,1,2,0,Taxi,12500
18.23,5850.17,17,3,3,0,Taxi,19000
0.77,5397.74,23,1,1,1,Mini Bus,2000
7.92,4961.49,7,4,3,0,Mini Bus,5000
16.27,6342.43,9,3,3,0,Boda Boda,13500
27.66,4603.28,19,4,2,0,Taxi,19000
18.25,5968.48,0,4,2,0,Mini Bus,9500
5.35,5045.37,20,5,3,0,Taxi,6000
39.33,4861.08,15,4,1,1,Taxi,29500
25.1,5235.64,3,5,1,0,Special Hire,35500
25.83,4442.26,17,1,3,0,Mini Bus,12000
21.08,4526.44,0,4,1,0,Boda Boda,10500
13.29,5167.48,5,5,1,0,Boda Boda,7500
22.11,4424.68,23,3,1,0,Boda Boda,10500
25.79,6126.46,17,1,2,0,Mini Bus,11500
36.0,5418.35,22,5,1,0,Mini Bus,14000
28.25,4737.02,19,2,2,0,Taxi,20000
35.15,4289.57,6,6,1,0,Mini Bus,10000
9.39,4618.24,14,0,2,0,Special Hire,14000
7.01,4062.1,22,4,1,0,Boda Boda,4000
40.15,6235.89,11,6,1,0,Boda Boda,19500
15.67,5370.22,9,0,2,0,Mini Bus,6500
30.83,4351.4,21,5,1,0,Mini Bus,9000
23.72,5540.82,5,0,1,0,Special Hire,35500
38.38,5044.71,22,6,2,0,Taxi,32500
16.47,4485.69,1,5,1,0,Special Hire,22000
42.58,5147.46,21,5,1,0,Taxi,26000
44.92,5731.06,22,1,1,0,Mini Bus,17500
33.6,4414.74,13,3,1,0,Boda Boda,13500
41.52,4807.96,16,1,1,1,Boda Boda,21500
40.0,5907.52,11,3,1,0,Boda Boda,19000
35.63,4569.91,17,1,3,0,Boda Boda,22500
2.33,4962.18,9,3,3,0,Boda Boda,3000
12.3,4580.91,8,5,2,0,Mini Bus,5500
31.3,6406.44,18,2,3,1,Taxi,43500
22.23,6047.18,3,4,1,0,Taxi,18500
11.26,4574.04,5,1,2,0,Taxi,10000
19.44,5669.97,0,3,1,1,Boda Boda,13500
37.66,5936.55,17,1,2,0,Special Hire,60500
32.78,5133.45,0,5,1,1,Taxi,29500
21.34,4169.99,23,3,2,1,Mini Bus,11500
8.81,6437.89,19,1,3,0,Mini Bus,6000
11.49,5299.22,6,3,1,0,Boda Boda,6000
35.65,5271.63,1,4,1,0,Special Hire,50000
4.99,4866.48,15,1,1,0,Taxi,3500
35.41,4534.4,16,5,1,1,Boda Boda,18000
22.07,6464.27,1,3,1,0,Taxi,19000
30.6,4645.37,18,1,3,0,Taxi,26500
27.4,5702.46,0,6,1,0,Boda Boda,15500
16.35,6040.53,23,5,1,0,Mini Bus,7500
19.66,4012.72,4,5,1,1,Boda Boda,11000
44.54,6234.81,20,5,3,0,Special Hire,93000
20.2,6347.93,7,5,2,0,Boda Boda,12500
21.96,5587.35,23,6,2,0,Taxi,20000
32.66,5741.21,16,1,1,0,Boda Boda,15500
5.54,4240.3,10,4,1,0,Boda Boda,3000
11.4,4799.28,12,6,1,0,Special Hire,13500
29.26,5731.32,5,1,1,0,Taxi,22500
13.23,6411.17,13,6,1,0,Boda Boda,7500
16.79,5597.93,23,2,2,0,Boda Boda,12000
35.25,4483.98,4,1,1,0,Mini Bus,12500
8.86,5166.34,5,4,1,0,Taxi,7500
26.72,4393.11,3,1,1,0,Taxi,17500
4.59,4804.93,8,5,2,0,Special Hire,7500
16.27,6070.75,21,4,2,0,Boda Boda,10000
2.76,5145.16,3,5,1,0,Special Hire,5000
9.15,5863.83,14,6,1,0,Taxi,7000
41.43,6101.99,13,4,2,0,Mini Bus,18000
31.24,5348.95,1,5,1,0,Special Hire,46000
35.63,5845.56,9,4,2,0,Mini Bus,15000
35.22,4013.52,9,5,2,0,Special Hire,44000
23.16,6278.3,18,3,3,1,Special Hire,62000
31.23,5276.73,1,3,2,0,Mini Bus,14500
7.25,5680.97,0,0,1,0,Mini Bus,4000
11.48,5065.66,9,2,3,0,Boda Boda,8500
16.33,6222.34,4,0,1,0,Boda Boda,10000
14.13,4902.88,2,5,1,1,Taxi,13000
24.98,5902.49,17,0,3,0,Taxi,26000
27.11,4097.56,15,5,1,0,Boda Boda,10500
7.27,4499.15,21,3,1,0,Taxi,5000
26.72,4302.62,11,5,1,0,Mini Bus,8000
7.93,6048.55,1,2,1,0,Taxi,7500
42.82,4418.8,23,4,1,0,Special Hire,53500
35.9,5616.58,6,2,1,0,Mini Bus,12500
5.93,4859.9,19,6,3,0,Boda Boda,5000
24.94,4865.49,22,3,1,0,Taxi,18000
44.09,6154.75,7,2,3,0,Taxi,45000
36.16,4596.22,5,1,1,0,Special Hire,47500
4.8,4072.49,1,3,1,0,Taxi,4000
23.92,5654.1,10,1,2,1,Boda Boda,17000
42.51,4212.91,16,2,1,0,Boda Boda,16500
10.88,5997.04,13,4,1,1,Special Hire,18500
22.35,6460.98,14,5,1,0,Mini Bus,9000
13.63,4990.45,15,1,1,0,Boda Boda,6500
17.24,5505.83,17,2,2,0,Taxi,14000
29.17,4104.09,11,2,2,0,Special Hire,36000
24.67,4577.74,5,0,2,0,Special Hire,38000
16.6,5198.02,4,6,2,0,Special Hire,29000
9.23,4318.98,0,2,1,1,Boda Boda,6500
20.36,4391.52,1,5,2,0,Mini Bus,8500
16.91,6206.47,21,3,1,1,Boda Boda,11500
22.87,6248.56,8,1,3,0,Mini Bus,13500
12.33,5741.97,6,6,1,1,Taxi,11000
28.18,5214.32,18,6,3,1,Mini Bus,17500
29.86,5314.61,22,6,1,0,Taxi,22500
44.49,4838.35,5,3,1,0,Special Hire,60500
4.88,5992.43,7,3,2,1,Special Hire,11000
26.86,4364.46,5,1,1,0,Special Hire,34000
14.43,5085.44,15,2,1,1,Boda Boda,8500
11.45,5808.51,0,6,1,1,Special Hire,22500
37.56,6478.72,18,3,2,1,Boda Boda,29500
7.93,6456.18,5,0,1,0,Boda Boda,5500
18.02,4362.58,5,6,1,0,Taxi,12000
21.65,4570.91,12,6,1,0,Taxi,12500
39.45,6229.75,7,6,3,1,Mini Bus,26500
28.54,5171.04,12,6,2,0,Taxi,21500
34.58,5632.82,14,0,1,0,Mini Bus,12500
35.61,5133.86,1,0,1,0,Special Hire,49000
42.3,5340.35,0,0,1,0,Mini Bus,16000
37.47,5523.8,2,1,1,0,Mini Bus,14000
7.96,5882.07,8,6,3,1,Taxi,11500
21.75,4802.29,19,1,3,0,Taxi,19500
22.86,6102.6,11,2,1,0,Boda Boda,11500
7.34,6432.0,3,0,1,0,Boda Boda,5000
23.26,4456.81,12,3,1,1,Taxi,16500
2.16,6160.87,21,2,2,0,Mini Bus,2000
38.83,5799.51,7,2,3,0,Mini Bus,20500
36.86,4874.17,13,5,1,0,Boda Boda,15500
35.31,5457.43,10,2,2,0,Special Hire,54500
18.58,4551.07,8,5,2,0,Boda Boda,9500
3.05,5496.33,23,4,2,1,Mini Bus,3500
15.36,5963.83,14,0,1,1,Taxi,14000
41.77,5858.48,12,3,1,0,Boda Boda,20000
37.63,4397.68,14,4,1,0,Boda Boda,14500
36.19,4611.07,19,6,2,1,Mini Bus,16500
40.6,5098.27,22,2,2,0,Boda Boda,25000
41.25,6365.49,0,1,1,0,Boda Boda,24000
29.87,5239.81,16,3,2,0,Mini Bus,12000
12.09,4977.73,10,3,1,0,Special Hire,15000
7.06,5726.06,15,6,1,0,Taxi,5500
37.07,6313.82,5,6,1,0,Taxi,30000
20.06,6114.99,17,1,3,0,Mini Bus,11500
7.84,4870.32,13,6,1,0,Mini Bus,3000
15.55,5887.49,6,4,1,0,Mini Bus,6000
26.57,4447.5,21,1,1,0,Boda Boda,11000
44.45,5718.51,11,6,1,0,Taxi,29000
10.65,5443.83,4,1,2,0,Taxi,10000
36.16,5267.33,11,5,2,0,Taxi,27500
10.91,4829.12,8,1,3,0,Special Hire,20000
33.13,5291.64,23,1,1,0,Taxi,23500
16.26,4039.36,6,2,1,0,Special Hire,17000
8.04,6232.47,23,5,1,0,Mini Bus,4500
4.13,4563.6,3,0,1,0,Special Hire,6500
40.42,5330.52,18,2,2,1,Boda Boda,27000
38.47,4433.12,11,5,2,0,Taxi,25500
22.54,4075.45,16,0,1,0,Mini Bus,7000
15.71,5399.73,2,5,1,1,Special Hire,29000
28.07,5278.92,5,3,2,0,Boda Boda,18000
18.88,5393.58,8,5,2,0,Taxi,15500
17.98,4493.61,8,6,3,0,Taxi,16000
5.33,6434.73,11,3,1,0,Taxi,5000
15.82,4952.94,7,3,2,0,Special Hire,23500
9.74,5567.99,22,4,1,0,Boda Boda,6000
44.99,4821.87,1,6,2,0,Special Hire,70500
37.96,5295.7,6,1,1,0,Special Hire,45500
32.13,4247.39,8,2,3,0,Taxi,27000
1.6,6129.26,1,1,2,0,Mini Bus,2000
11.7,6232.58,11,6,1,0,Mini Bus,5000
27.1,5119.75,10,5,1,0,Mini Bus,9000
2.57,4782.68,23,3,1,0,Mini Bus,2000
22.09,5961.45,13,5,2,0,Mini Bus,10000
5.37,4659.02,17,1,3,1,Taxi,7000
4.75,5526.74,9,1,3,1,Special Hire,12500
30.95,6202.18,2,2,1,0,Taxi,25500
14.75,5611.84,4,5,1,1,Mini Bus,8000
15.38,4263.59,22,2,1,0,Boda Boda,7500
5.29,5389.88,12,4,2,0,Special Hire,9000
41.83,6481.35,22,2,1,0,Boda Boda,25500
35.08,5506.59,8,6,2,0,Mini Bus,14500
3.26,5615.44,18,4,3,1,Mini Bus,4000
2.94,4644.41,18,1,2,0,Special Hire,5000
32.79,6198.41,9,5,2,0,Taxi,28000
39.01,5521.87,11,0,1,0,Taxi,26000
3.41,4139.12,13,1,2,0,Boda Boda,2500
30.32,4470.98,6,1,2,0,Boda Boda,14500
3.21,4388.57,14,4,1,0,Taxi,2500
13.14,4487.4,4,3,2,0,Taxi,11500
11.06,5463.15,18,0,3,0,Boda Boda,8500
4.04,6175.44,12,3,1,0,Special Hire,6500
27.06,5832.89,19,3,3,0,Taxi,27500
2.26,4278.7,6,0,1,0,Special Hire,3500
12.43,5041.96,14,3,1,0,Taxi,8500
10.67,4771.2,5,1,1,0,Boda Boda,6000
23.62,5970.7,4,2,2,0,Boda Boda,16500
30.24,4282.98,20,0,3,0,Taxi,24500
41.17,5765.27,8,4,2,0,Taxi,33500
31.55,5678.68,3,6,1,1,Boda Boda,22000
17.15,5264.54,23,6,1,0,Mini Bus,7500
13.94,4796.72,12,6,1,0,Special Hire,16500
10.92,4799.23,18,0,3,0,Special Hire,20000
10.49,4171.36,11,1,1,1,Boda Boda,6000
1.33,5940.97,6,5,1,0,Mini Bus,1500
10.42,5473.36,1,2,1,0,Taxi,8500
21.97,6016.09,19,0,3,0,Taxi,24000
0.95,4466.92,6,4,1,0,Mini Bus,1500
1.28,6118.44,15,2,1,1,Taxi,2500
40.44,6147.03,6,5,1,0,Special Hire,55000
32.95,6047.97,9,2,3,0,Taxi,34000
32.85,4719.97,15,4,1,0,Boda Boda,13500
33.3,6311.0,7,0,2,0,Mini Bus,14500
35.93,6497.66,8,0,2,1,Mini Bus,20000
20.13,4084.97,8,3,3,0,Mini Bus,9000
6.81,5685.44,13,3,2,0,Mini Bus,4000
3.73,4861.18,4,0,1,0,Mini Bus,2500
42.25,4265.99,20,6,2,0,Mini Bus,14500
24.77,5734.87,12,1,1,0,Mini Bus,9000
11.02,4004.18,20,3,2,0,Taxi,8000
12.12,6485.13,16,0,1,0,Boda Boda,7000
38.68,4461.8,12,5,1,0,Taxi,21500
27.15,4130.58,7,5,3,0,Boda Boda,16000
11.87,5076.19,6,4,1,0,Boda Boda,6000
10.87,4183.04,6,4,1,0,Taxi,6500
15.9,5039.64,17,4,3,0,Boda Boda,11500
28.13,5659.15,20,1,3,0,Boda Boda,20000
17.93,5337.78,12,5,1,0,Boda Boda,8500
16.86,5436.72,15,3,1,0,Special Hire,22000
11.88,4950.75,21,1,1,0,Boda Boda,6000
22.43,4657.83,15,1,1,1,Mini Bus,9000
42.84,5473.27,14,4,1,0,Boda Boda,19500
15.25,5114.6,7,5,3,0,Mini Bus,8000
20.61,4988.29,12,1,1,1,Mini Bus,8500
12.86,5875.05,17,4,3,0,Taxi,14500
31.22,4737.39,23,0,1,0,Boda Boda,15000
25.47,6360.12,22,3,1,0,Boda Boda,15500
22.49,6080.43,7,1,2,0,Mini Bus,10000
40.18,4692.82,23,3,1,0,Special Hire,53500
40.34,6354.11,19,4,3,0,Special Hire,85500
36.53,4406.54,4,4,1,0,Special Hire,46500
42.31,5301.75,20,0,2,0,Mini Bus,16500
1.4,4642.31,9,2,3,0,Taxi,2500
36.91,4163.7,19,4,3,1,Mini Bus,20000
33.39,4181.73,3,1,1,0,Boda Boda,15500
12.38,5504.52,21,3,1,0,Boda Boda,6500
44.7,5343.09,9,5,2,0,Mini Bus,18000
8.11,6268.97,9,1,2,1,Taxi,10000
5.9,5894.37,5,5,1,0,Mini Bus,3500
16.63,5059.38,20,2,3,0,Special Hire,30500
13.93,6196.3,4,1,1,0,Mini Bus,6500
25.35,5345.42,0,4,2,0,Taxi,23000
13.79,6425.43,22,0,1,0,Taxi,12000
29.01,4065.96,21,2,1,0,Mini Bus,8500
13.4,4993.1,4,6,2,0,Mini Bus,6500
32.54,5187.26,7,2,3,0,Taxi,30000
41.15,4601.05,23,4,2,0,Taxi,32000
32.09,5880.83,8,1,3,0,Taxi,32500
28.1,6051.17,17,0,3,0,Special Hire,58500
13.34,5023.54,18,6,3,0,Taxi,13000
21.64,4805.11,10,4,2,0,Taxi,16000
4.66,6345.19,13,4,2,1,Special Hire,11000
28.29,5840.82,5,3,1,0,Taxi,21500
35.46,4031.36,17,6,3,0,Mini Bus,14500
6.52,5204.35,16,2,1,0,Mini Bus,3000
29.57,5762.39,14,6,1,0,Boda Boda,14000
16.05,4191.04,0,3,2,0,Special Hire,25000
42.9,4198.18,22,4,2,0,Mini Bus,17000
2.25,4436.26,8,5,2,0,Special Hire,4000
7.5,4526.33,4,3,1,0,Taxi,6000
4.42,4582.51,8,3,2,0,Boda Boda,3000
27.62,5450.65,10,0,1,0,Taxi,18000
14.99,4523.08,0,5,1,0,Mini Bus,5500
24.38,4527.78,0,2,2,0,Boda Boda,14000
25.75,5844.39,0,3,1,0,Special Hire,39500
8.99,5384.13,10,6,1,0,Boda Boda,5000
3.49,4554.41,0,6,1,0,Boda Boda,2500
17.57,5519.49,5,4,1,0,Boda Boda,10000
38.64,5633.6,7,1,3,1,Mini Bus,24500
9.57,6432.62,5,3,1,0,Mini Bus,5000
13.97,5943.99,0,4,1,0,Mini Bus,6500
32.91,4247.1,4,6,1,0,Taxi,20500
15.52,4239.29,3,3,1,0,Mini Bus,5500
16.1,6171.74,6,2,2,0,Mini Bus,7500
11.61,4190.5,11,1,1,0,Boda Boda,5500
5.44,6283.76,21,3,1,0,Special Hire,8500
23.53,5720.45,5,4,1,0,Taxi,18000
15.6,5111.78,16,6,1,0,Taxi,10000
1.9,5218.79,1,5,2,1,Boda Boda,3000
34.43,4270.28,17,5,3,0,Taxi,29000
15.76,5355.39,1,2,2,0,Mini Bus,8000
37.03,5720.95,0,0,1,0,Boda Boda,19500
43.99,4694.84,4,5,1,0,Mini Bus,15000
15.32,5071.44,23,2,1,0,Boda Boda,8500
11.81,5952.19,22,2,1,0,Special Hire,19500
44.32,4237.7,19,4,3,0,Mini Bus,19000
2.59,4888.09,23,0,1,0,Special Hire,4500
25.64,5226.5,22,4,1,0,Taxi,19000
41.42,4221.88,3,0,1,0,Mini Bus,13500
36.92,4464.83,19,3,3,0,Mini Bus,16500
14.92,6370.41,15,5,1,0,Taxi,11500
3.7,4633.35,3,5,1,1,Special Hire,7500
28.35,6108.18,5,0,1,0,Special Hire,46000
16.82,4655.81,23,1,1,0,Taxi,12000
23.73,5007.63,8,0,3,0,Taxi,22500
33.61,5203.42,15,6,1,1,Mini Bus,13500
23.64,5581.57,18,6,3,0,Mini Bus,12500
29.65,6215.98,15,1,1,0,Special Hire,42500
41.19,4281.24,7,4,3,1,Mini Bus,22500
26.88,4050.1,2,1,1,0,Taxi,17000
4.65,4692.67,9,1,3,0,Taxi,5500
28.61,6140.14,1,2,1,0,Boda Boda,16500
7.0,4012.82,1,2,1,0,Boda Boda,4000
25.29,4672.7,5,1,1,0,Special Hire,34500
41.5,5040.6,22,6,1,0,Boda Boda,21000
31.39,4880.84,2,1,2,0,Taxi,27000
4.17,6038.98,19,5,3,0,Mini Bus,3500
24.29,5219.01,9,2,2,0,Boda Boda,13500
6.02,4998.0,20,3,2,0,Boda Boda,4000
35.26,6444.55,21,2,1,1,Special Hire,62500
25.9,6391.45,15,5,1,0,Boda Boda,13000
29.73,5651.87,22,4,1,0,Taxi,22000
33.15,4898.5,17,3,3,0,Special Hire,57500
8.04,4494.35,18,5,2,0,Boda Boda,5000
12.49,5831.96,11,3,1,0,Special Hire,17000
3.03,4757.92,17,3,3,0,Taxi,4000
10.41,5181.65,20,2,3,0,Taxi,11000
33.63,4869.6,5,1,1,0,Mini Bus,12000
24.0,5845.7,12,0,1,1,Special Hire,40500
5.47,4232.76,6,2,1,0,Taxi,4000
26.79,5110.36,1,4,1,0,Boda Boda,14000
12.32,5882.07,14,0,2,0,Boda Boda,8000
24.58,4585.32,19,1,3,1,Boda Boda,20000
4.9,4673.3,13,6,1,0,Boda Boda,3000
22.09,4550.41,12,3,2,0,Special Hire,29000
7.54,4585.74,0,0,1,0,Taxi,6000
31.79,5854.4,6,5,1,0,Boda Boda,15500
25.77,4879.38,16,4,1,0,Boda Boda,11500
1.69,4203.38,0,2,1,0,Taxi,2000
22.77,5548.08,7,5,2,0,Taxi,18500
9.63,4786.4,16,3,1,0,Special Hire,11500
22.9,4296.35,18,1,2,0,Mini Bus,8500
29.78,6003.1,14,4,1,0,Mini Bus,11000
6.18,5099.67,9,4,2,0,Special Hire,9500
16.18,4315.49,2,1,1,0,Taxi,11000
38.24,5721.89,17,3,2,0,Mini Bus,16000
3.58,4683.3,11,3,2,0,Taxi,3500
9.83,5787.77,20,1,3,0,Boda Boda,8000
9.36,4743.85,13,2,2,0,Boda Boda,5500
17.83,5007.03,20,0,2,1,Mini Bus,9000
41.93,4202.93,1,6,2,0,Special Hire,62000
22.18,6412.95,17,0,2,0,Special Hire,38500
44.14,5633.88,13,5,1,0,Mini Bus,15500
9.33,6011.67,13,4,1,0,Taxi,7500
29.17,4986.9,1,4,1,1,Taxi,26000
31.43,5294.61,7,2,3,1,Mini Bus,20000
33.13,4884.98,4,6,1,0,Boda Boda,16500
13.98,5928.47,1,3,1,0,Taxi,12000
9.55,4144.52,13,5,1,0,Boda Boda,4500
3.78,4001.54,14,3,2,0,Mini Bus,2500
18.37,6394.6,7,6,3,0,Boda Boda,14500
11.0,4891.38,3,2,1,0,Boda Boda,6500
18.82,6317.8,19,3,2,1,Mini Bus,11000
7.56,5158.49,0,2,1,0,Special Hire,11500
34.75,5661.87,18,1,2,1,Taxi,34000
29.01,4197.39,3,6,1,0,Special Hire,35500
24.24,6301.24,0,0,1,0,Mini Bus,10500
43.68,6428.25,14,0,1,0,Mini Bus,16000
0.64,4890.57,14,3,1,0,Boda Boda,1000
43.74,4107.56,6,4,2,0,Mini Bus,14000
29.23,4926.92,16,6,1,0,Boda Boda,13000
11.29,5950.74,11,5,2,0,Boda Boda,7000
38.88,4827.34,9,2,3,0,Boda Boda,25000
23.62,4311.01,9,4,3,0,Boda Boda,14500
33.55,4193.93,16,0,2,0,Taxi,22500
39.39,4715.19,19,1,3,0,Mini Bus,18500
10.86,5584.96,14,3,1,0,Special Hire,14500
44.2,4195.17,16,5,2,1,Boda Boda,26000
32.59,5190.58,21,1,1,0,Boda Boda,14500
8.99,4322.11,5,4,1,1,Boda Boda,6000
20.23,5549.2,5,3,1,0,Boda Boda,11500
14.28,4355.8,8,4,2,1,Taxi,13000
16.29,5487.58,6,0,2,0,Taxi,13500
